SMILES,Masse_Molaire
ClC1=C(CNc2ccccc2)C=CCC1,219.70996
C=CC(=O)C(=O)O,100.07275
O=C(O)C1C2CCC(CC1c1ccccc1)N2,231.29027
CNC(C)(C)C(=O)Nc1nc2ccc3[nH]ncc3c2s1,289.35609
CCC(C)C(N)CN(C)C,144.25779
NC(=O)c1ccc(O)cc1O,153.13537
CC1=CC(NC(C)(C)C)=NCCN1,181.27795
OCC1CCCCC1,114.18545
CC1CC1C(=O)O,100.11582
Cc1cccc(NC(=O)n2ccc3ccccc32)c1,250.29516
O=C(O)c1cscn1,129.13712
COCC1COC(=O)N1,131.12986
NC1(C(=O)O)CSC2CC21,159.20615
CCCCNC(=O)c1ccc2ccccc2c1,227.30157
CC(C(=O)O)c1ccccc1,150.1745
O=C(NC1CCNCC1)c1ccccc1,204.26823
Nc1cc(O)ccc1Cl,143.57094
CCCCNC(=O)Nc1ccccc1,192.25753
NC1=NC2(CCCCC2)NC(Nc2ccccc2)=N1,257.33416
O=C(Nc1ccccc1)Oc1ccccc1,213.23194
OC(C1CC=NO1)(C(F)(F)F)C(F)(F)F,237.09981
NCCCNc1c2c(nc3ccccc13)CCCC2,255.35804
CC#CC1(N)CCCCC1,137.2221
COCC(N)Cc1c[nH]c2ccccc12,204.26823
OCCNS,93.14808
NCC(C(=O)Nc1ccc2cnccc2c1)c1ccccc1,291.34708
C=C1Nc2ccccc2/C1=N\O,160.17262
NC(=O)c1cccnc1,122.12464
CCC(NC)C(=O)NCC#N,155.19761
C/C(=N\Nc1ccccc1)C1=Cc2ccccc2OC1,264.32174
O=C(Nc1ccccc1)Nc1ccon1,203.19736
Cc1cc(NC(=O)Nc2ccccc2)no1,217.22394
Cc1cccc(NS(C)(=O)=O)c1,185.24343
c1cnc2[nH]cc(-c3ccncn3)c2c1,196.20801
O=C(NCc1ccccc1)c1ccccn1,212.24718
O=C(Nc1ccccc1)c1ccccc1,197.23254
CC(C)CC(=O)NO,117.14634
C(=C1/CCNC1)/c1ccc[nH]1,148.20498
CC#CCO,70.08983
CNC(=O)C(NC)C(C)(C)C,158.24131
CN1CCCC12C(=O)NC(=O)NC2=O,197.19124
CCC1(CC)C(=O)Nc2ccccc21,189.25359
Nc1ccccc1C(=O)O,137.13597
CN(C)CC(O)C(F)(F)F,157.1342
CNCCC(C)O,103.16282
CON=C(N)N,89.09648
CCCCNC(C)=O,115.17352
Nc1nc(N)c2nccnc2n1,162.15203
CC1(C)OC(S)=Nc2ccccc21,193.26544
O=C(Nc1cccnc1)N1CCc2ccccc21,239.27252
CSCC(N)C(=O)O,135.18475
NC(CS)C(=O)O,121.15817
CC/N=C(\S)Nc1ccccn1,181.25803
CC(C)c1c(O)c2c(oc1=O)CCCCCC2,236.3068
CC1(C)c2ccccc2C2C(CO)NC(=O)C21,231.29027
C/C=C/C(O)CCC,114.18546
Oc1ccc2c(c1)C1CCNC(C2)C1,189.2536
O=C(NCC1(c2ccccc2)CCCC1)Nc1ccccc1,294.39078
CCCCN/C(N)=N/C(C)=O,157.2135
NCc1c[nH]c2c(=O)[nH]cnc12,164.16461
O=c1[nH]cnc2cc[nH]c12,135.12339
CCCC(N)=O,87.12036
CCC1(OC)C(=O)NC(=O)NC1=O,186.16529
Cc1cc[nH]c(=O)c1,109.12588
CSC(C)C(=O)O,120.17012
NCC1CCCO1,101.14693
CCCCO,74.1216
CC(C)CC(N)c1ccccc1N,178.27401
NC(=O)c1cccc2[nH]cnc12,161.16067
COCC(=O)NS(=O)(=O)c1cccs1,235.28066
Cc1cc(C)nc(N)c1,122.1677
CC1(C(=O)c2nc3ccc(N)cc3[nH]2)CCCCC1,257.33086
CC1(C)Cc2ncsc2C(=O)N1,182.24279
CCCCNC(=N)NC(C)=O,157.2135
CC(O)c1cnccc1N,138.1671
CNC(C(=O)O)C(C)O,133.14573
O=C(NCC1CC1)c1ccccc1,175.22702
CCc1c[nH]c2ncccc12,146.18909
CCNC(=N)N[N+](=O)[O-],132.12122
OCC1CCCNC1,115.17352
Cc1ccccc1C(=O)O,136.14792
CCCC(=O)NC1CC1O,143.18361
Cc1ccccc1C(=O)Nc1ccccc1,211.25912
c1cnc2[nH]ccc2c1,118.13594
Cc1cccc(NC(=O)c2ccccc2)c1,211.25911
CC(O)CC(O)CCN,133.1888
CC1CN(C)CC(C)N1,128.21534
NCCCO,75.10965
COc1ncccc1N/C(=N\C#N)NC(C)N,234.25776
NCC(N)C(=O)O,104.10781
Cc1cn(C)c(N)n1,111.14506
Nc1nc2c(s1)CCCC2,154.2327
CCCC(=O)O,88.10512
c1ccc(Nc2ccccc2)cc1,169.22244
CCC(NS)C(=O)O,135.18475
O=C(NN1CCOCC1)Oc1ccccc1,222.24046
COCC(=O)O,90.07794
O=C1NC(=O)C(c2ccccc2)S1,193.22238
CC(NC(=O)c1cccs1)c1ccccc1,231.31342
COc1cccc2[nH]c(=S)[nH]c12,180.22691
CCC(c1ccccc1)C(C)NC(=O)C(C)(C)OC,263.3752
CNCCC(C)N,102.17806
CNC(=O)C(C)N,102.135
CN1CCCC1CO,115.17351
CN(S)CC(=O)O,121.15818
OC(CNCCc1ccccc1)c1ccccc1,241.32816
Nc1cccc2[nH]c(-c3ccccc3)nc12,209.24654
C=C1N=C(NCc2ccccc2)NC1=O,201.22454
C/C=C(/CC)C(=O)O,114.1424
CNC1C(O)C=C(C)CC1N,156.22544
O=C(O)C1=CCCCC1,126.15309
Cc1cc(O)cc(O)c1,124.13722
Oc1ccccc1F,112.1017
OCc1ccccc1,108.13782
NCc1ccccc1,107.15306
Nc1ccccc1,93.12648
Cc1ccc(O)c(NS(C)(=O)=O)c1,201.24284
NC(=O)CC(S)C(F)(F)F,173.15674
CCC(C(=O)NC(C)C(=O)O)C(C)S,219.30118
CCn1c(=O)[nH]c(=O)c2nc(-c3ccccc3)[nH]c21,256.25998
CCCC(N)C(=O)NC,130.18815
CCCCN,73.13684
Oc1nc2ccccc2nc1O,162.14543
CC(C)C(NS(=O)(=O)c1ccccc1)C(=O)O,257.3061
CC(C)C(NS)C(=O)O,149.21134
CNCC(O)(CN(C)S)C(F)(F)F,218.24042
CC(NC(C)(C)C)C(=O)c1ccccc1,205.29606
CNCCNC,88.15148
NC(=O)CC(N)Cc1ccccc1,178.23096
Cc1nc(NCc2ccccc2)c2nc[nH]c2n1,239.27581
CC(C)C(=O)NO,103.11976
CN(C)C1CCNC1,114.18876
Oc1cc2c(cc1Cl)CCN=CN2,196.63356
CNC(=O)C(NC)C1CCCCC1,184.2786
CN1C(=O)C(c2ccccc2)(c2ccccc2)N=C1N,265.3098
O=C(Nc1ccccc1)Nc1cccc(-c2ccn[nH]2)c1,278.30856
NCc1c[nH]c2ccccc12,146.1891
COCC(O)c1ccccc1,152.19038
CN1CCC(NS(=O)(=O)/C=C/c2cccs2)C1=O,286.37045
Nc1nc2[nH]cnc2c(=O)[nH]1,151.12609
CCC(NC)C(=O)NC1(C#N)CC1,181.2349
Cc1ccnc2[nH]ccc12,132.16252
NC(=O)c1n[nH]c2c1CCCC2,165.19244
Cc1cc(Nc2ccccc2)n2ncnc2n1,225.24924
CNCC(O)c1cccc2c1OCCN2,208.25694
CC(C)N(O)C(N)=O,118.1344
CCC(C)(C)C(=O)O,116.15827
NC(=O)C1OC(n2cnc3cncnc32)C(O)C1O,265.22544
CC1(C)CCCC(C)(C)N1O,157.25326
C(#Cc1ncccn1)NCCc1ccccc1,223.27311
CC(C)CC(N)C(=O)O,131.17292
CCC(N)C(=O)O,103.11975
CCC(CC)C(=O)O,116.15827
c1ccc(C2=NCCN2)cc1,146.1891
O=C1C(CO)C2SCCN12,159.20616
COC(C(=O)O)C(C)(C)O,148.15708
CC(=O)/C(=N\c1ccccc1)NNc1ccccc1C,267.32568
CC(=O)Nc1ccccc1,135.16316
NS(=O)(=O)Oc1ccccc1,173.18968
CN1c2ccccc2C(=O)Nc2cccnc21,225.24594
CC1=NC(NC(=O)c2ccccc2)C(=O)Nc2ccccc21,293.3199
c1ccc(NC2CCNCC2)cc1,176.25814
CC(S)CC(=O)NO,135.18476
CC1(C)CC(=O)C(Sc2ccccc2)=C(O)O1,250.31345
NS(=O)(=O)C1=NCCS1,166.22193
C=NC1CC=CC(OC)C1NC(C)=O,196.24623
CCC1SC(=O)NC1=O,145.17957
NS(=O)(=O)C1=CCCS1,165.23388
c1cc2c3c(c1)ccn3CCNC2,172.22637
CCn1c(=O)cc(Nc2ccccc2)[nH]c1=O,231.25052
CNC1=NS(=O)N=C1N,146.17094
CC(C)C(C(=O)NO)N(C)S,178.25255
CC(C(=O)NO)N(C)S,150.19939
NS(=O)(=O)C1=NNCS1,167.21
c1ccc(NC2=NCCN2)cc1,161.20374
NCC(c1ccccc1)C1(O)CCCCC1,219.32264
