SMILES,Masse_Molaire
c1ccc(CNc2ncnc3[nH]cnc23)cc1,225.24923
c1nc(NC2CCCC2)c2nc[nH]c2n1,203.24372
NC(=O)c1ccccc1N,136.15122
Cn1c(=O)[nH]c(=O)c2nc(-c3ccccc3)[nH]c21,242.2334
CCC(NC)C(=O)NCCNC,173.25595
CCCC(NC(=O)c1ccccc1)C(=O)O,221.2524
NC(=O)Cc1nc(N2CCOCC2)cc(=O)[nH]1,238.24316
O=C(NCCc1ccccc1)c1ccccc1,225.2857
O=C(NCc1ccccc1)c1ccccc1,211.25912
O=C(NCCN1CCOCC1)c1ccccc1,234.29422
CN1CCNC(=O)C1,114.1457
CC1CCCCC1C(=O)NC1(C#N)CC1,206.28412
O=C(Nc1ccccc1)N1CCNCC1,205.2563
COCC1CCN1,101.14694
COCC(O)C(C)(C)C,132.20074
CC1CC1C(N)=O,99.13106
C=NC(C)CO,87.12036
C1=CC2CNCC(C1)C2,123.19552
CCC(NC)C(=O)NC(Cc1ccccc1)C(=O)NC,277.36201
CNCC(N)=O,88.10842
COc1ccc(S)cc1NC1CCNCC1,238.34912
CC1=NC(C)(C2CC2)N=C1N,151.20892
C#Cc1c(C)nc(N)nc1N,148.16522
Nc1ccnc(Nc2ccccc2)n1,186.2132
Nc1cccc(NC(=O)c2ccccc2)c1,212.24718
CCC(OC)C(=O)Nc1ccccn1,194.23035
CN1CCCC1C(=O)NCc1ccccc1Cl,252.73988
CN1CNCC1C(=O)NCc1ccccc1Cl,253.72793
O=C(Cc1cn[nH]c1)NCc1ccccc1Cl,249.69618
CN1CCCC1C(=O)NCc1ccccc1F,236.28528
CNc1nccc(Cl)c1NC(=O)CC#N,224.64695
CC#CC(C)NC(C)=O,125.16834
CC(NS)C(=O)O,121.15818
CCCC(NC(=O)OCC)C(=O)C(N)=O,216.23434
O=S(=O)(Nc1ncns1)c1ccccc1,241.29007
O=S(=O)(Nc1ncns1)c1ccccc1F,259.28054
O=S(=O)(Nc1nccs1)c1ccccc1,240.30202
NC(=O)c1cccs1,127.1643
CC(C)(C)c1cccc(C(C)(C)C)c1O,206.32387
O=C(Nc1ccccc1)N1CCCCC1,204.26824
O=S(=O)(NCCc1ccccc1)c1ccccc1,261.3394
OC(c1ccccc1)C1CCNC1,177.2429
CNC(=O)C(c1ccccc1)N1CCNCC1,233.30946
CN1C(=O)C2(CCOCC2)N=C1N,183.20772
CCCCS,90.18719
CS(=O)(=O)C1=C(Cl)NC2SC=CN12,238.71498
CC1CN(C)CCN1,114.18875
C=C(C)CC(=O)NO,115.13046
CNC(CO)c1ccccc1,151.20561
Nc1ncnc2[nH]cnc12,135.1267
CC(=O)N=C(N)N,101.10718
CC(C)C(NC(=O)C1CCCN1C)C(=O)C(F)(F)F,280.28666
CNC(=O)C(N)Cc1ccccc1,178.23096
CCN=C(N)N,87.12366
CNC(=O)C(C)(C)N,116.16158
CCC(NC)C(=O)O,117.14634
N#Cc1c[nH]c2ccccc12,142.15734
O=C(O)C1C2CCCC21,126.1531
OCC1(c2ccccc2)CC1,148.20167
Nc1nc(N)c2cccnc2n1,161.16397
CC(C)CC(O)C(N)CN,146.23061
COCC(O)CN1CCC2(CC1)Cc1ccccc1O2,277.35872
CC1=CC(c2ccccc2)C(C(=O)O)=C(N)O1,231.24722
